ecli,articles_considered,judgment_date
ECLI:CE:ECHR:2010:1014JUD001344807,35,2010-10-14
ECLI:CE:ECHR:2010:1014JUD001344807,41,2010-10-14
ECLI:CE:ECHR:2005:1108JUD003804902,6,2005-11-08
ECLI:CE:ECHR:2005:1108JUD003804902,29,2005-11-08
ECLI:CE:ECHR:2005:1108JUD003804902,35,2005-11-08
ECLI:CE:ECHR:2005:1108JUD003804902,41,2005-11-08
ECLI:CE:ECHR:2005:1108JUD003804902,P1,2005-11-08
ECLI:CE:ECHR:2021:1102JUD008131517,3,2021-11-02
ECLI:CE:ECHR:2007:0712JUD002558002,6,2007-07-12
ECLI:CE:ECHR:2007:0712JUD002558002,P1,2007-07-12
ECLI:CE:ECHR:2011:0524JUD000796407,2,2011-05-24
ECLI:CE:ECHR:2011:0524JUD000796407,3,2011-05-24
ECLI:CE:ECHR:2011:0524JUD000796407,5,2011-05-24
ECLI:CE:ECHR:2011:0524JUD000796407,13,2011-05-24
ECLI:CE:ECHR:2020:0220JUD004199018,3,2020-02-20
ECLI:CE:ECHR:2020:0220JUD004199018,8,2020-02-20
ECLI:CE:ECHR:2007:1127JUD001080906,3,2007-11-27
ECLI:CE:ECHR:2007:1127JUD001080906,5,2007-11-27
ECLI:CE:ECHR:2008:1209JUD003021105,6,2008-12-09
ECLI:CE:ECHR:2022:0111JUD001547608,3,2022-01-11
ECLI:CE:ECHR:2022:0111JUD001547608,5,2022-01-11
ECLI:CE:ECHR:2022:0111JUD001547608,6,2022-01-11
ECLI:CE:ECHR:2016:0628JUD003614010,P1,2016-06-28
ECLI:CE:ECHR:2022:0607JUD002960120,8,2022-06-07
ECLI:CE:ECHR:2009:1020JUD002910503,3,2009-10-20
ECLI:CE:ECHR:2009:1020JUD002910503,41,2009-10-20
ECLI:CE:ECHR:2009:1210JUD001286805,6,2009-12-10
ECLI:CE:ECHR:2009:1210JUD001286805,13,2009-12-10
ECLI:CE:ECHR:2009:1210JUD001286805,P1,2009-12-10
ECLI:CE:ECHR:2012:1018JUD003260005,6,2012-10-18
ECLI:CE:ECHR:2021:1007JUD003888218,8,2021-10-07
ECLI:CE:ECHR:2017:0406JUD001112708,6,2017-04-06
ECLI:CE:ECHR:2022:0525JUD003252616,3,2022-05-25
ECLI:CE:ECHR:2006:1207JUD003302402,6,2006-12-07
ECLI:CE:ECHR:2006:1207JUD003302402,13,2006-12-07
ECLI:CE:ECHR:2006:1207JUD003302402,29,2006-12-07
ECLI:CE:ECHR:2006:1207JUD003302402,41,2006-12-07
ECLI:CE:ECHR:2018:0109JUD001859713,8,2018-01-09
ECLI:CE:ECHR:2018:0109JUD001859713,10,2018-01-09
ECLI:CE:ECHR:2018:0109JUD001859713,35,2018-01-09
ECLI:CE:ECHR:2018:0109JUD001859713,41,2018-01-09
ECLI:CE:ECHR:2018:0130JUD001004211,5,2018-01-30
ECLI:CE:ECHR:2018:1113JUD002318315,3,2018-11-13
ECLI:CE:ECHR:2018:1113JUD002318315,8,2018-11-13
ECLI:CE:ECHR:2007:0927JUD006835601,6,2007-09-27
ECLI:CE:ECHR:2012:0228JUD001846906,35,2012-02-28
ECLI:CE:ECHR:2012:0228JUD001846906,41,2012-02-28
ECLI:CE:ECHR:2012:0228JUD001846906,P1,2012-02-28
ECLI:CE:ECHR:2008:0515JUD002686203,6,2008-05-15
ECLI:CE:ECHR:2008:0515JUD002686203,P1,2008-05-15
ECLI:CE:ECHR:2020:0128JUD002906810,2,2020-01-28
ECLI:CE:ECHR:2012:0424JUD002313907,6,2012-04-24
ECLI:CE:ECHR:2012:0424JUD002313907,13,2012-04-24
ECLI:CE:ECHR:2016:0621JUD004679606,6,2016-06-21
ECLI:CE:ECHR:2009:0217JUD003899102,10,2009-02-17
ECLI:CE:ECHR:2011:0125JUD002308607,6,2011-01-25
ECLI:CE:ECHR:2005:0407JUD006930801,37,2005-04-07
ECLI:CE:ECHR:2005:0407JUD006930801,39,2005-04-07
ECLI:CE:ECHR:2005:0407JUD006930801,P1,2005-04-07
ECLI:CE:ECHR:2008:0520JUD003958603,5,2008-05-20
ECLI:CE:ECHR:2004:0219JUD006360800,8,2004-02-19
ECLI:CE:ECHR:2004:0219JUD006360800,37,2004-02-19
ECLI:CE:ECHR:2004:0219JUD006360800,39,2004-02-19
ECLI:CE:ECHR:2008:0214JUD003081003,41,2008-02-14
ECLI:CE:ECHR:2006:0810JUD004107302,6,2006-08-10
ECLI:CE:ECHR:2006:0810JUD004107302,29,2006-08-10
ECLI:CE:ECHR:2006:0810JUD004107302,41,2006-08-10
ECLI:CE:ECHR:2010:1202JUD001940605,2,2010-12-02
ECLI:CE:ECHR:2010:0603JUD000300907,6,2010-06-03
ECLI:CE:ECHR:2020:0121JUD000394510,5,2020-01-21
ECLI:CE:ECHR:2007:1120JUD003835004,6,2007-11-20
ECLI:CE:ECHR:2005:0531JUD002730595,2,2005-05-31
ECLI:CE:ECHR:2005:0531JUD002730595,3,2005-05-31
ECLI:CE:ECHR:2005:0531JUD002730595,5,2005-05-31
ECLI:CE:ECHR:2005:0531JUD002730595,13,2005-05-31
ECLI:CE:ECHR:2005:0531JUD002730595,38,2005-05-31
ECLI:CE:ECHR:2005:0531JUD002730595,41,2005-05-31
ECLI:CE:ECHR:2016:0107JUD006585313,3,2016-01-07
ECLI:CE:ECHR:2016:0107JUD006585313,13,2016-01-07
ECLI:CE:ECHR:2013:1126JUD007527110,6,2013-11-26
ECLI:CE:ECHR:2018:0717JUD003619915,3,2018-07-17
ECLI:CE:ECHR:2018:0717JUD003619915,13,2018-07-17
ECLI:CE:ECHR:2013:1008JUD002986103,6,2013-10-08
ECLI:CE:ECHR:2013:1008JUD002986103,35,2013-10-08
ECLI:CE:ECHR:2000:0629JUD003589297,5,2000-06-29
ECLI:CE:ECHR:2000:0629JUD003589297,41,2000-06-29
ECLI:CE:ECHR:2005:0118JUD004103598,3,2005-01-18
ECLI:CE:ECHR:2005:0118JUD004103598,5,2005-01-18
ECLI:CE:ECHR:2005:0118JUD004103598,41,2005-01-18
ECLI:CE:ECHR:2009:1103JUD003673905,6,2009-11-03
ECLI:CE:ECHR:2014:0313JUD002607309,3,2014-03-13
ECLI:CE:ECHR:2011:1011JUD004269705,3,2011-10-11
ECLI:CE:ECHR:2011:1011JUD004269705,41,2011-10-11
ECLI:CE:ECHR:2016:0331JUD003414807,8,2016-03-31
ECLI:CE:ECHR:2017:0112JUD000352414,2,2017-01-12
ECLI:CE:ECHR:2017:0112JUD000352414,13,2017-01-12
ECLI:CE:ECHR:2010:0715JUD002858504,6,2010-07-15
ECLI:CE:ECHR:2012:0306JUD000545506,6,2012-03-06
ECLI:CE:ECHR:2022:1013JUD004937118,3,2022-10-13
ECLI:CE:ECHR:2022:1013JUD004937118,13,2022-10-13
ECLI:CE:ECHR:2004:0203JUD005023099,6,2004-02-03
ECLI:CE:ECHR:2009:0203JUD002804502,14,2009-02-03
ECLI:CE:ECHR:2009:0203JUD002804502,P1,2009-02-03
ECLI:CE:ECHR:2012:0221JUD005264307,3,2012-02-21
ECLI:CE:ECHR:2012:0221JUD005264307,35,2012-02-21
ECLI:CE:ECHR:2012:0221JUD005264307,41,2012-02-21
ECLI:CE:ECHR:2009:1015JUD005070007,6,2009-10-15
ECLI:CE:ECHR:2015:0416JUD005356513,8,2015-04-16
ECLI:CE:ECHR:2015:0416JUD005356513,13,2015-04-16
ECLI:CE:ECHR:2020:0804JUD004481718,8,2020-08-04
ECLI:CE:ECHR:2008:1125JUD002337303,8,2008-11-25
ECLI:CE:ECHR:2008:1125JUD002337303,29,2008-11-25
ECLI:CE:ECHR:2008:1125JUD002337303,34,2008-11-25
ECLI:CE:ECHR:2008:1125JUD002337303,41,2008-11-25
ECLI:CE:ECHR:2006:1102JUD001971002,10,2006-11-02
ECLI:CE:ECHR:2006:1102JUD001971002,6,2006-11-02
ECLI:CE:ECHR:2006:1102JUD001971002,29,2006-11-02
ECLI:CE:ECHR:2006:1102JUD001971002,41,2006-11-02
ECLI:CE:ECHR:2015:0507JUD001371211,35,2015-05-07
ECLI:CE:ECHR:2015:0507JUD001371211,41,2015-05-07
ECLI:CE:ECHR:2015:0507JUD001371211,P1,2015-05-07
ECLI:CE:ECHR:2012:0417JUD002389306,3,2012-04-17
ECLI:CE:ECHR:2006:1031JUD007597501,6,2006-10-31
ECLI:CE:ECHR:2006:1031JUD007597501,29,2006-10-31
ECLI:CE:ECHR:2006:1031JUD007597501,34,2006-10-31
ECLI:CE:ECHR:2006:1031JUD007597501,41,2006-10-31
ECLI:CE:ECHR:2006:1031JUD007597501,P1,2006-10-31
ECLI:CE:ECHR:2002:1126JUD003618997,13,2002-11-26
ECLI:CE:ECHR:2002:1126JUD003618997,37,2002-11-26
ECLI:CE:ECHR:2002:1126JUD003618997,38,2002-11-26
ECLI:CE:ECHR:2002:1126JUD003618997,39,2002-11-26
ECLI:CE:ECHR:2002:1126JUD003618997,2,2002-11-26
ECLI:CE:ECHR:2011:0315JUD000927107,6,2011-03-15
ECLI:CE:ECHR:2010:0401JUD002780405,6,2010-04-01
ECLI:CE:ECHR:2010:0401JUD002780405,35,2010-04-01
ECLI:CE:ECHR:2022:1006JUD005577019,6,2022-10-06
ECLI:CE:ECHR:2022:0913JUD003069415,5,2022-09-13
ECLI:CE:ECHR:2008:0226JUD001044603,P1,2008-02-26
ECLI:CE:ECHR:2004:0615JUD007774101,6,2004-06-15
ECLI:CE:ECHR:2004:0615JUD007774101,29,2004-06-15
ECLI:CE:ECHR:2004:0615JUD007774101,41,2004-06-15
ECLI:CE:ECHR:2019:1008JUD002031917,P1,2019-10-08
ECLI:CE:ECHR:2008:0513JUD005251599,3,2008-05-13
ECLI:CE:ECHR:2008:0513JUD005251599,6,2008-05-13
ECLI:CE:ECHR:2008:0513JUD005251599,8,2008-05-13
ECLI:CE:ECHR:2008:0513JUD005251599,29,2008-05-13
ECLI:CE:ECHR:2008:0513JUD005251599,41,2008-05-13
ECLI:CE:ECHR:2021:1014JUD004259514,2,2021-10-14
ECLI:CE:ECHR:2016:0705JUD003612514,3,2016-07-05
ECLI:CE:ECHR:2016:0705JUD003612514,13,2016-07-05
ECLI:CE:ECHR:2014:1016JUD004012704,6,2014-10-16
ECLI:CE:ECHR:2014:1016JUD004012704,13,2014-10-16
ECLI:CE:ECHR:2019:0711JUD004093415,6,2019-07-11
ECLI:CE:ECHR:2019:0711JUD004093415,13,2019-07-11
ECLI:CE:ECHR:2005:0913JUD004416598,5,2005-09-13
ECLI:CE:ECHR:2005:0913JUD004416598,41,2005-09-13
ECLI:CE:ECHR:2008:0522JUD001755003,10,2008-05-22
ECLI:CE:ECHR:2008:0522JUD001755003,29,2008-05-22
ECLI:CE:ECHR:2007:0412JUD003829202,6,2007-04-12
ECLI:CE:ECHR:2016:0721JUD002326505,34,2016-07-21
ECLI:CE:ECHR:2003:1127JUD004193298,6,2003-11-27
ECLI:CE:ECHR:2003:1127JUD004193298,37,2003-11-27
ECLI:CE:ECHR:2003:1127JUD004193298,39,2003-11-27
ECLI:CE:ECHR:2003:1127JUD004193298,P1,2003-11-27
ECLI:CE:ECHR:2019:0305JUD003177516,5,2019-03-05
ECLI:CE:ECHR:2003:0417JUD003700897,6,2003-04-17
ECLI:CE:ECHR:2003:0417JUD003700897,41,2003-04-17
ECLI:CE:ECHR:2003:0417JUD003700897,P1,2003-04-17
ECLI:CE:ECHR:2008:0403JUD004026902,6,2008-04-03
ECLI:CE:ECHR:2008:0403JUD004026902,29,2008-04-03
ECLI:CE:ECHR:2008:0403JUD004026902,35,2008-04-03
ECLI:CE:ECHR:2008:0403JUD004026902,41,2008-04-03
ECLI:CE:ECHR:2008:0403JUD004026902,P1,2008-04-03
ECLI:CE:ECHR:2008:0403JUD004026902,11,2008-04-03
ECLI:CE:ECHR:2021:0422JUD002463514,6,2021-04-22
ECLI:CE:ECHR:2016:1004JUD006954612,2,2016-10-04
ECLI:CE:ECHR:2016:1004JUD006954612,35,2016-10-04
ECLI:CE:ECHR:2016:1004JUD006954612,41,2016-10-04
ECLI:CE:ECHR:2020:0616JUD001980911,2,2020-06-16
ECLI:CE:ECHR:2015:1110JUD002822604,6,2015-11-10
ECLI:CE:ECHR:2018:0920JUD000356716,3,2018-09-20
ECLI:CE:ECHR:2011:1011JUD004373006,6,2011-10-11
ECLI:CE:ECHR:2011:1011JUD004373006,41,2011-10-11
ECLI:CE:ECHR:2009:1210JUD000478502,5,2009-12-10
ECLI:CE:ECHR:2009:1210JUD000478502,6,2009-12-10
ECLI:CE:ECHR:2010:1221JUD000798306,5,2010-12-21
ECLI:CE:ECHR:2004:1102JUD007776201,6,2004-11-02
ECLI:CE:ECHR:2004:1102JUD007776201,29,2004-11-02
ECLI:CE:ECHR:2004:1102JUD007776201,35,2004-11-02
ECLI:CE:ECHR:2004:1102JUD007776201,41,2004-11-02
ECLI:CE:ECHR:2021:0422JUD002790315,6,2021-04-22
ECLI:CE:ECHR:2021:0422JUD002790315,41,2021-04-22
ECLI:CE:ECHR:2011:1122JUD001732010,10,2011-11-22
ECLI:CE:ECHR:2011:1122JUD001732010,41,2011-11-22
ECLI:CE:ECHR:2011:0113JUD004176208,6,2011-01-13
ECLI:CE:ECHR:2022:0329JUD001122212,3,2022-03-29
ECLI:CE:ECHR:2018:1211JUD000720312,6,2018-12-11
ECLI:CE:ECHR:2008:0717JUD003180204,6,2008-07-17
ECLI:CE:ECHR:2011:1020JUD000590310,3,2011-10-20
ECLI:CE:ECHR:2011:1020JUD000590310,13,2011-10-20
ECLI:CE:ECHR:2011:1020JUD000590310,35,2011-10-20
ECLI:CE:ECHR:2011:1020JUD000590310,41,2011-10-20
ECLI:CE:ECHR:2011:1020JUD000590310,46,2011-10-20
ECLI:CE:ECHR:2015:0312JUD003130509,3,2015-03-12
ECLI:CE:ECHR:2015:0312JUD003130509,41,2015-03-12
ECLI:CE:ECHR:2020:0220JUD005288409,10,2020-02-20
ECLI:CE:ECHR:2009:0122JUD001827404,6,2009-01-22
ECLI:CE:ECHR:2009:0122JUD001827404,13,2009-01-22
ECLI:CE:ECHR:2009:0122JUD001827404,P1,2009-01-22
ECLI:CE:ECHR:2009:0122JUD001827404,35,2009-01-22
ECLI:CE:ECHR:2009:0122JUD001827404,41,2009-01-22
ECLI:CE:ECHR:2013:0411JUD002667606,3,2013-04-11
ECLI:CE:ECHR:2013:0411JUD002667606,5,2013-04-11
ECLI:CE:ECHR:2012:0626JUD005654710,6,2012-06-26
ECLI:CE:ECHR:2012:0626JUD005654710,P1,2012-06-26
ECLI:CE:ECHR:2013:0122JUD001334707,6,2013-01-22
ECLI:CE:ECHR:2006:0627JUD001156205,2,2006-06-27
ECLI:CE:ECHR:2006:0627JUD001156205,6,2006-06-27
ECLI:CE:ECHR:2006:0627JUD001156205,29,2006-06-27
ECLI:CE:ECHR:2006:0627JUD001156205,35,2006-06-27
ECLI:CE:ECHR:2006:0627JUD001156205,41,2006-06-27
ECLI:CE:ECHR:2010:0727JUD003804206,6,2010-07-27
ECLI:CE:ECHR:2018:1120JUD002570705,8,2018-11-20
ECLI:CE:ECHR:2009:0324JUD001181802,2,2009-03-24
ECLI:CE:ECHR:2009:0324JUD001181802,35,2009-03-24
ECLI:CE:ECHR:2009:0324JUD001181802,41,2009-03-24
ECLI:CE:ECHR:2009:0205JUD003100402,P1,2009-02-05
ECLI:CE:ECHR:2019:0606JUD002088007,6,2019-06-06
ECLI:CE:ECHR:2019:0606JUD002088007,P1,2019-06-06
ECLI:CE:ECHR:2006:0309JUD007570501,6,2006-03-09
ECLI:CE:ECHR:2006:0309JUD007570501,13,2006-03-09
ECLI:CE:ECHR:2006:0309JUD007570501,29,2006-03-09
ECLI:CE:ECHR:2006:0309JUD007570501,41,2006-03-09
ECLI:CE:ECHR:2017:0119JUD000872507,13,2017-01-19
ECLI:CE:ECHR:2017:0119JUD000872507,P1,2017-01-19
ECLI:CE:ECHR:2008:0617JUD007209201,6,2008-06-17
ECLI:CE:ECHR:2020:1006JUD004146217,11,2020-10-06
ECLI:CE:ECHR:2021:0722JUD004885820,6,2021-07-22
ECLI:CE:ECHR:2010:1021JUD003501603,10,2010-10-21
ECLI:CE:ECHR:2006:1019JUD005615400,2,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,3,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,6,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,13,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,14,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,35,2006-10-19
ECLI:CE:ECHR:2006:1019JUD005615400,41,2006-10-19
ECLI:CE:ECHR:2012:1218JUD001927608,6,2012-12-18
ECLI:CE:ECHR:2012:1218JUD001927608,P1,2012-12-18
ECLI:CE:ECHR:2010:0112JUD004493604,2,2010-01-12
ECLI:CE:ECHR:2017:0706JUD001286011,3,2017-07-06
ECLI:CE:ECHR:2017:0706JUD001286011,13,2017-07-06
ECLI:CE:ECHR:2009:0219JUD001866003,3,2009-02-19
ECLI:CE:ECHR:2009:0219JUD001866003,41,2009-02-19
ECLI:CE:ECHR:2011:1220JUD003276406,6,2011-12-20
ECLI:CE:ECHR:2017:0119JUD000511409,6,2017-01-19
ECLI:CE:ECHR:2017:0119JUD000511409,8,2017-01-19
ECLI:CE:ECHR:2010:0408JUD000850305,6,2010-04-08
ECLI:CE:ECHR:2010:0408JUD000850305,13,2010-04-08
ECLI:CE:ECHR:2016:0630JUD000232611,34,2016-06-30
ECLI:CE:ECHR:2016:0630JUD000232611,P1,2016-06-30
ECLI:CE:ECHR:2006:0530JUD005189599,8,2006-05-30
ECLI:CE:ECHR:2006:0530JUD005189599,41,2006-05-30
ECLI:CE:ECHR:2014:1023JUD005464809,6,2014-10-23
ECLI:CE:ECHR:2017:1212JUD001053509,6,2017-12-12
ECLI:CE:ECHR:2017:1212JUD001053509,13,2017-12-12
ECLI:CE:ECHR:2017:1212JUD001053509,P1,2017-12-12
ECLI:CE:ECHR:2016:0204JUD008155312,3,2016-02-04
ECLI:CE:ECHR:2016:0204JUD008155312,34,2016-02-04
ECLI:CE:ECHR:2016:0204JUD008155312,35,2016-02-04
ECLI:CE:ECHR:2016:0204JUD008155312,41,2016-02-04
ECLI:CE:ECHR:2003:1211JUD007066101,6,2003-12-11
ECLI:CE:ECHR:2003:1211JUD007066101,34,2003-12-11
ECLI:CE:ECHR:2003:1211JUD007066101,41,2003-12-11
ECLI:CE:ECHR:2020:0326JUD004422911,10,2020-03-26
ECLI:CE:ECHR:2020:0326JUD004422911,35,2020-03-26
ECLI:CE:ECHR:2020:0326JUD004422911,41,2020-03-26
ECLI:CE:ECHR:2020:0326JUD004422911,P1,2020-03-26
ECLI:CE:ECHR:2010:1209JUD003512305,6,2010-12-09
ECLI:CE:ECHR:2017:0704JUD005444607,P1,2017-07-04
ECLI:CE:ECHR:2010:0218JUD000464004,6,2010-02-18
ECLI:CE:ECHR:2017:1130JUD003306407,6,2017-11-30
ECLI:CE:ECHR:2017:1130JUD003306407,13,2017-11-30
ECLI:CE:ECHR:2017:1130JUD003306407,P1,2017-11-30
ECLI:CE:ECHR:2014:1016JUD000324306,5,2014-10-16
ECLI:CE:ECHR:2014:1030JUD000575309,6,2014-10-30
ECLI:CE:ECHR:2010:1021JUD003832103,6,2010-10-21
ECLI:CE:ECHR:2003:0417JUD003624997,6,2003-04-17
ECLI:CE:ECHR:2003:0417JUD003624997,41,2003-04-17
ECLI:CE:ECHR:2003:0417JUD003624997,P1,2003-04-17
ECLI:CE:ECHR:2008:1211JUD002270902,6,2008-12-11
ECLI:CE:ECHR:2020:0623JUD007263613,6,2020-06-23
ECLI:CE:ECHR:2020:0623JUD007263613,P1,2020-06-23
ECLI:CE:ECHR:2013:0404JUD001262204,3,2013-04-04
ECLI:CE:ECHR:2013:0404JUD001262204,35,2013-04-04
ECLI:CE:ECHR:2013:0404JUD001262204,41,2013-04-04
ECLI:CE:ECHR:2018:1004JUD001549312,P1,2018-10-04
ECLI:CE:ECHR:2020:0204JUD000309409,5,2020-02-04
ECLI:CE:ECHR:2008:1120JUD003989702,6,2008-11-20
ECLI:CE:ECHR:2008:1120JUD003989702,P1,2008-11-20
ECLI:CE:ECHR:2018:0424JUD005538514,6,2018-04-24
ECLI:CE:ECHR:2013:0725JUD002346503,41,2013-07-25
ECLI:CE:ECHR:2013:0205JUD004182810,3,2013-02-05
ECLI:CE:ECHR:2020:0114JUD004401507,5,2020-01-14
ECLI:CE:ECHR:2020:0114JUD004401507,P7,2020-01-14
ECLI:CE:ECHR:2003:0408JUD005798300,6,2003-04-08
ECLI:CE:ECHR:2003:0408JUD005798300,29,2003-04-08
ECLI:CE:ECHR:2003:0408JUD005798300,35,2003-04-08
ECLI:CE:ECHR:2003:0408JUD005798300,41,2003-04-08
ECLI:CE:ECHR:2006:0413JUD002489602,6,2006-04-13
ECLI:CE:ECHR:2006:0413JUD002489602,13,2006-04-13
ECLI:CE:ECHR:2006:0413JUD002489602,29,2006-04-13
ECLI:CE:ECHR:2006:0413JUD002489602,41,2006-04-13
ECLI:CE:ECHR:2016:1018JUD006986313,5,2016-10-18
ECLI:CE:ECHR:2021:1028JUD002711720,6,2021-10-28
ECLI:CE:ECHR:2021:1028JUD002711720,13,2021-10-28
ECLI:CE:ECHR:2020:0528JUD003925717,3,2020-05-28
ECLI:CE:ECHR:2020:0528JUD003925717,8,2020-05-28
ECLI:CE:ECHR:2010:0218JUD003724604,6,2010-02-18
ECLI:CE:ECHR:2009:0702JUD002972204,6,2009-07-02
ECLI:CE:ECHR:2009:0702JUD002972204,P1,2009-07-02
ECLI:CE:ECHR:2018:0517JUD000116715,3,2018-05-17
ECLI:CE:ECHR:2018:0517JUD000116715,13,2018-05-17
ECLI:CE:ECHR:2010:0119JUD000804406,6,2010-01-19
ECLI:CE:ECHR:2011:0113JUD004519007,6,2011-01-13
ECLI:CE:ECHR:2011:0113JUD004519007,13,2011-01-13
ECLI:CE:ECHR:2015:0611JUD001984408,6,2015-06-11
ECLI:CE:ECHR:2015:0611JUD001984408,35,2015-06-11
ECLI:CE:ECHR:2015:0611JUD001984408,41,2015-06-11
ECLI:CE:ECHR:2013:1128JUD003395405,3,2013-11-28
ECLI:CE:ECHR:2018:0208JUD003572303,6,2018-02-08
ECLI:CE:ECHR:2018:0208JUD003572303,P1,2018-02-08
ECLI:CE:ECHR:2007:1025JUD001582506,3,2007-10-25
ECLI:CE:ECHR:2007:1025JUD001582506,13,2007-10-25
ECLI:CE:ECHR:2007:1025JUD001582506,29,2007-10-25
ECLI:CE:ECHR:2007:1025JUD001582506,35,2007-10-25
ECLI:CE:ECHR:2007:1025JUD001582506,41,2007-10-25
ECLI:CE:ECHR:2012:1030JUD001993604,3,2012-10-30
ECLI:CE:ECHR:2012:1030JUD001993604,6,2012-10-30
ECLI:CE:ECHR:2021:1028JUD000482711,6,2021-10-28
ECLI:CE:ECHR:2016:1220JUD005396707,6,2016-12-20
ECLI:CE:ECHR:2016:1220JUD005396707,13,2016-12-20
ECLI:CE:ECHR:2009:0922JUD000779005,6,2009-09-22
ECLI:CE:ECHR:2021:0126JUD007331317,3,2021-01-26
ECLI:CE:ECHR:2021:0126JUD007331317,6,2021-01-26
ECLI:CE:ECHR:2021:0126JUD007331317,34,2021-01-26
ECLI:CE:ECHR:2021:0126JUD007331317,35,2021-01-26
ECLI:CE:ECHR:2021:0126JUD007331317,41,2021-01-26
ECLI:CE:ECHR:2021:1221JUD006981011,8,2021-12-21
ECLI:CE:ECHR:2003:0506JUD005142999,6,2003-05-06
ECLI:CE:ECHR:2003:0506JUD005142999,41,2003-05-06
ECLI:CE:ECHR:2020:0623JUD001291812,41,2020-06-23
ECLI:CE:ECHR:2022:0315JUD000245811,6,2022-03-15
ECLI:CE:ECHR:2007:0412JUD003154002,6,2007-04-12
ECLI:CE:ECHR:2021:0713JUD004814510,3,2021-07-13
ECLI:CE:ECHR:2021:0713JUD004814510,5,2021-07-13
ECLI:CE:ECHR:2021:0713JUD004814510,13,2021-07-13
ECLI:CE:ECHR:2021:0713JUD004814510,P1,2021-07-13
ECLI:CE:ECHR:2011:0113JUD002000807,5,2011-01-13
ECLI:CE:ECHR:2011:0113JUD002000807,7,2011-01-13
ECLI:CE:ECHR:2021:1130JUD002545020,8,2021-11-30
ECLI:CE:ECHR:2021:1130JUD002545020,34,2021-11-30
ECLI:CE:ECHR:2021:1130JUD002545020,41,2021-11-30
ECLI:CE:ECHR:2021:0309JUD003653715,10,2021-03-09
ECLI:CE:ECHR:2002:1022JUD004853599,3,2002-10-22
ECLI:CE:ECHR:2002:1022JUD004853599,8,2002-10-22
ECLI:CE:ECHR:2002:1022JUD004853599,10,2002-10-22
ECLI:CE:ECHR:2002:1022JUD004853599,13,2002-10-22
ECLI:CE:ECHR:2002:1022JUD004853599,14,2002-10-22
ECLI:CE:ECHR:2002:1022JUD004853599,41,2002-10-22
ECLI:CE:ECHR:2019:0723JUD002124317,8,2019-07-23
ECLI:CE:ECHR:2004:0930JUD003927198,5,2004-09-30
ECLI:CE:ECHR:2004:0930JUD003927198,6,2004-09-30
ECLI:CE:ECHR:2004:0930JUD003927198,41,2004-09-30
ECLI:CE:ECHR:2022:0120JUD005572419,6,2022-01-20
ECLI:CE:ECHR:2001:0724JUD003753897,6,2001-07-24
ECLI:CE:ECHR:2001:0724JUD003753897,37,2001-07-24
ECLI:CE:ECHR:2001:0724JUD003753897,39,2001-07-24
ECLI:CE:ECHR:2001:0419JUD003146096,6,2001-04-19
ECLI:CE:ECHR:2001:0419JUD003146096,37,2001-04-19
ECLI:CE:ECHR:2001:0419JUD003146096,39,2001-04-19
ECLI:CE:ECHR:2001:0419JUD003146096,P1,2001-04-19
ECLI:CE:ECHR:2004:0720JUD007497601,6,2004-07-20
ECLI:CE:ECHR:2004:0720JUD007497601,41,2004-07-20
ECLI:CE:ECHR:2018:0301JUD005868112,8,2018-03-01
ECLI:CE:ECHR:2006:0810JUD002292402,6,2006-08-10
ECLI:CE:ECHR:2006:0810JUD002292402,29,2006-08-10
ECLI:CE:ECHR:2006:0810JUD002292402,41,2006-08-10
ECLI:CE:ECHR:2012:1204JUD001940011,2,2012-12-04
ECLI:CE:ECHR:2012:1204JUD001940011,35,2012-12-04
ECLI:CE:ECHR:2012:1204JUD001940011,41,2012-12-04
ECLI:CE:ECHR:2012:1204JUD001940011,46,2012-12-04
ECLI:CE:ECHR:2007:0503JUD003067203,6,2007-05-03
ECLI:CE:ECHR:2007:0503JUD003067203,P1,2007-05-03
ECLI:CE:ECHR:2008:0320JUD007762601,2,2008-03-20
ECLI:CE:ECHR:2008:0320JUD007762601,3,2008-03-20
ECLI:CE:ECHR:2008:0320JUD007762601,5,2008-03-20
ECLI:CE:ECHR:2008:0320JUD007762601,13,2008-03-20
ECLI:CE:ECHR:2016:1006JUD003370409,6,2016-10-06
ECLI:CE:ECHR:2016:0922JUD000157406,3,2016-09-22
ECLI:CE:ECHR:2016:0922JUD000157406,5,2016-09-22
ECLI:CE:ECHR:2016:0922JUD000157406,6,2016-09-22
ECLI:CE:ECHR:2016:0922JUD000157406,13,2016-09-22
ECLI:CE:ECHR:2016:0922JUD000157406,34,2016-09-22
ECLI:CE:ECHR:2016:1004JUD007558113,8,2016-10-04
ECLI:CE:ECHR:2013:0425JUD000542007,6,2013-04-25
ECLI:CE:ECHR:2013:0425JUD000542007,13,2013-04-25
ECLI:CE:ECHR:2016:0112JUD005549508,10,2016-01-12
ECLI:CE:ECHR:2022:0607JUD004459216,2,2022-06-07
ECLI:CE:ECHR:2011:0111JUD004598108,6,2011-01-11
ECLI:CE:ECHR:2006:0413JUD001649202,6,2006-04-13
