ecli,articles_considered,judgment_date
ECLI:CE:ECHR:2022:0201JUD005654316,10,2022-02-01
ECLI:CE:ECHR:2006:1019JUD003940402,6,2006-10-19
ECLI:CE:ECHR:2006:1019JUD003940402,29,2006-10-19
ECLI:CE:ECHR:2006:1019JUD003940402,41,2006-10-19
ECLI:CE:ECHR:2021:0413JUD004454613,6,2021-04-13
ECLI:CE:ECHR:2021:0608JUD002593917,5,2021-06-08
ECLI:CE:ECHR:2021:0608JUD002593917,10,2021-06-08
ECLI:CE:ECHR:2021:0608JUD002593917,34,2021-06-08
ECLI:CE:ECHR:2021:0608JUD002593917,35,2021-06-08
ECLI:CE:ECHR:2021:0608JUD002593917,41,2021-06-08
ECLI:CE:ECHR:2006:1114JUD004430102,6,2006-11-14
ECLI:CE:ECHR:2006:1114JUD004430102,29,2006-11-14
ECLI:CE:ECHR:2006:1114JUD004430102,41,2006-11-14
ECLI:CE:ECHR:2000:1116JUD004651699,6,2000-11-16
ECLI:CE:ECHR:2000:1116JUD004651699,41,2000-11-16
ECLI:CE:ECHR:2008:0320JUD001025403,6,2008-03-20
ECLI:CE:ECHR:2004:0408JUD002630795,2,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,3,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,5,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,6,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,8,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,18,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,38,2004-04-08
ECLI:CE:ECHR:2004:0408JUD002630795,41,2004-04-08
ECLI:CE:ECHR:2000:0111JUD003143096,6,2000-01-11
ECLI:CE:ECHR:2000:0111JUD003143096,41,2000-01-11
ECLI:CE:ECHR:2009:0730JUD006733601,11,2009-07-30
ECLI:CE:ECHR:2009:0730JUD006733601,14,2009-07-30
ECLI:CE:ECHR:2009:0730JUD006733601,37,2009-07-30
ECLI:CE:ECHR:2009:0730JUD006733601,41,2009-07-30
ECLI:CE:ECHR:2009:1020JUD001854506,6,2009-10-20
ECLI:CE:ECHR:2014:1118JUD005628009,6,2014-11-18
ECLI:CE:ECHR:1997:1128JUD002318694,2,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,3,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,5,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,6,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,8,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,13,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,14,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,18,1997-11-28
ECLI:CE:ECHR:1997:1128JUD002318694,26,1997-11-28
ECLI:CE:ECHR:2007:0403JUD006261700,8,2007-04-03
ECLI:CE:ECHR:2007:0403JUD006261700,13,2007-04-03
ECLI:CE:ECHR:2007:0403JUD006261700,41,2007-04-03
ECLI:CE:ECHR:2017:0117JUD007651211,2,2017-01-17
ECLI:CE:ECHR:2017:0117JUD007651211,3,2017-01-17
ECLI:CE:ECHR:2013:0716JUD003285002,6,2013-07-16
ECLI:CE:ECHR:2000:1012JUD004507998,6,2000-10-12
ECLI:CE:ECHR:2000:1012JUD004507998,41,2000-10-12
ECLI:CE:ECHR:2016:1006JUD003369611,8,2016-10-06
ECLI:CE:ECHR:2016:1006JUD003369611,35,2016-10-06
ECLI:CE:ECHR:2007:0705JUD006215400,6,2007-07-05
ECLI:CE:ECHR:2007:0705JUD006215400,13,2007-07-05
ECLI:CE:ECHR:2005:0630JUD001860203,6,2005-06-30
ECLI:CE:ECHR:2005:0630JUD001860203,29,2005-06-30
ECLI:CE:ECHR:2005:0630JUD001860203,41,2005-06-30
ECLI:CE:ECHR:2003:0724JUD002801895,6,2003-07-24
ECLI:CE:ECHR:2003:0724JUD002801895,37,2003-07-24
ECLI:CE:ECHR:2003:0724JUD002801895,39,2003-07-24
ECLI:CE:ECHR:2010:0107JUD002596504,1,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,2,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,4,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,5,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,37,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,41,2010-01-07
ECLI:CE:ECHR:2010:0107JUD002596504,35,2010-01-07
ECLI:CE:ECHR:2010:0302JUD007803901,13,2010-03-02
ECLI:CE:ECHR:2010:0302JUD007803901,P1,2010-03-02
ECLI:CE:ECHR:2010:0302JUD007803901,41,2010-03-02
ECLI:CE:ECHR:2006:0307JUD003828702,5,2006-03-07
ECLI:CE:ECHR:2006:0307JUD003828702,41,2006-03-07
ECLI:CE:ECHR:2008:0703JUD004059305,6,2008-07-03
ECLI:CE:ECHR:2021:0112JUD002972305,P1,2021-01-12
ECLI:CE:ECHR:2012:0124JUD004965106,5,2012-01-24
ECLI:CE:ECHR:2012:0124JUD004965106,6,2012-01-24
ECLI:CE:ECHR:2012:0124JUD004965106,13,2012-01-24
ECLI:CE:ECHR:2004:0720JUD003759897,P1,2004-07-20
ECLI:CE:ECHR:2013:0718JUD000231208,6,2013-07-18
ECLI:CE:ECHR:2013:0718JUD000231208,7,2013-07-18
ECLI:CE:ECHR:2013:0718JUD000231208,14,2013-07-18
ECLI:CE:ECHR:2013:0718JUD000231208,35,2013-07-18
ECLI:CE:ECHR:2013:0718JUD000231208,41,2013-07-18
ECLI:CE:ECHR:2013:0718JUD000231208,P12,2013-07-18
ECLI:CE:ECHR:2008:0729JUD003267803,6,2008-07-29
ECLI:CE:ECHR:2005:0929JUD007774401,8,2005-09-29
ECLI:CE:ECHR:2005:0929JUD007774401,29,2005-09-29
ECLI:CE:ECHR:2015:0827JUD004647011,8,2015-08-27
ECLI:CE:ECHR:2015:0827JUD004647011,34,2015-08-27
ECLI:CE:ECHR:2015:0827JUD004647011,35,2015-08-27
ECLI:CE:ECHR:2002:0228JUD005113599,6,2002-02-28
ECLI:CE:ECHR:2002:0228JUD005113599,41,2002-02-28
ECLI:CE:ECHR:2016:1011JUD004360309,6,2016-10-11
ECLI:CE:ECHR:2017:0720JUD006207611,6,2017-07-20
ECLI:CE:ECHR:2021:0902JUD004558115,10,2021-09-02
ECLI:CE:ECHR:2000:1003JUD003558997,6,2000-10-03
ECLI:CE:ECHR:2000:1003JUD003558997,41,2000-10-03
ECLI:CE:ECHR:2010:1102JUD000128704,6,2010-11-02
ECLI:CE:ECHR:2005:0331JUD004364098,6,2005-03-31
ECLI:CE:ECHR:2005:0331JUD004364098,35,2005-03-31
ECLI:CE:ECHR:2005:0331JUD004364098,41,2005-03-31
ECLI:CE:ECHR:2005:0331JUD004364098,P7,2005-03-31
ECLI:CE:ECHR:1995:0926JUD001816091,6,1995-09-26
ECLI:CE:ECHR:1995:0926JUD001816091,41,1995-09-26
ECLI:CE:ECHR:2022:0201JUD005386611,P1,2022-02-01
ECLI:CE:ECHR:2008:1118JUD000000708,29,2008-11-18
ECLI:CE:ECHR:2008:1118JUD000000708,34,2008-11-18
ECLI:CE:ECHR:2008:1118JUD000000708,35,2008-11-18
ECLI:CE:ECHR:2008:1118JUD000000708,41,2008-11-18
ECLI:CE:ECHR:2008:1118JUD000000708,P1,2008-11-18
ECLI:CE:ECHR:2000:1114JUD002988896,37,2000-11-14
ECLI:CE:ECHR:2000:1114JUD002988896,38,2000-11-14
ECLI:CE:ECHR:2000:1114JUD002988896,39,2000-11-14
ECLI:CE:ECHR:2000:1114JUD002988896,P1,2000-11-14
ECLI:CE:ECHR:2020:0218JUD001284815,5,2020-02-18
ECLI:CE:ECHR:2020:0218JUD001284815,8,2020-02-18
ECLI:CE:ECHR:2021:1207JUD004433216,8,2021-12-07
ECLI:CE:ECHR:2009:0312JUD002445407,6,2009-03-12
ECLI:CE:ECHR:2009:0312JUD002445407,13,2009-03-12
ECLI:CE:ECHR:2006:1031JUD006036600,6,2006-10-31
ECLI:CE:ECHR:2006:1031JUD006036600,10,2006-10-31
ECLI:CE:ECHR:2006:1031JUD006036600,41,2006-10-31
ECLI:CE:ECHR:1984:1002JUD000858279,5,1984-10-02
ECLI:CE:ECHR:2012:1106JUD005815810,3,2012-11-06
ECLI:CE:ECHR:2012:1106JUD005815810,5,2012-11-06
ECLI:CE:ECHR:2019:0827JUD000910609,41,2019-08-27
ECLI:CE:ECHR:2017:0711JUD000461912,6,2017-07-11
ECLI:CE:ECHR:2017:0711JUD000461912,8,2017-07-11
ECLI:CE:ECHR:2017:0711JUD000461912,9,2017-07-11
ECLI:CE:ECHR:2017:0711JUD000461912,14,2017-07-11
ECLI:CE:ECHR:2007:0109JUD003447897,14,2007-01-09
ECLI:CE:ECHR:2007:0109JUD003447897,35,2007-01-09
ECLI:CE:ECHR:2007:0109JUD003447897,41,2007-01-09
ECLI:CE:ECHR:2007:0109JUD003447897,P1,2007-01-09
ECLI:CE:ECHR:2008:1127JUD003639102,6,2008-11-27
ECLI:CE:ECHR:2008:1127JUD003639102,41,2008-11-27
ECLI:CE:ECHR:2009:0922JUD003827302,8,2009-09-22
ECLI:CE:ECHR:2009:0922JUD003827302,41,2009-09-22
ECLI:CE:ECHR:2020:1020JUD007863012,8,2020-10-20
ECLI:CE:ECHR:2020:1020JUD007863012,14,2020-10-20
ECLI:CE:ECHR:2020:1020JUD007863012,41,2020-10-20
ECLI:CE:ECHR:1998:0219JUD002610295,3,1998-02-19
ECLI:CE:ECHR:1998:0219JUD002610295,8,1998-02-19
ECLI:CE:ECHR:1998:0219JUD002610295,26,1998-02-19
ECLI:CE:ECHR:2006:0302JUD004257998,3,2006-03-02
ECLI:CE:ECHR:2006:0302JUD004257998,6,2006-03-02
ECLI:CE:ECHR:2006:0302JUD004257998,13,2006-03-02
ECLI:CE:ECHR:2006:0302JUD004257998,29,2006-03-02
ECLI:CE:ECHR:2006:0302JUD004257998,41,2006-03-02
ECLI:CE:ECHR:2010:0105JUD002293302,5,2010-01-05
ECLI:CE:ECHR:2010:0105JUD002293302,12,2010-01-05
ECLI:CE:ECHR:2010:0105JUD002293302,13,2010-01-05
ECLI:CE:ECHR:2010:0105JUD002293302,41,2010-01-05
ECLI:CE:ECHR:2021:1221JUD002968418,3,2021-12-21
ECLI:CE:ECHR:2017:1214JUD002751404,6,2017-12-14
ECLI:CE:ECHR:2015:1110JUD004753209,2,2015-11-10
ECLI:CE:ECHR:2022:0920JUD005147015,6,2022-09-20
ECLI:CE:ECHR:2006:0110JUD005391900,10,2006-01-10
ECLI:CE:ECHR:2006:0110JUD005391900,41,2006-01-10
ECLI:CE:ECHR:2018:1011JUD006537913,6,2018-10-11
ECLI:CE:ECHR:2002:0709JUD004434198,6,2002-07-09
ECLI:CE:ECHR:2002:0709JUD004434198,41,2002-07-09
ECLI:CE:ECHR:2001:1025JUD004936299,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004936299,41,2001-10-25
ECLI:CE:ECHR:2006:0110JUD004939199,3,2006-01-10
ECLI:CE:ECHR:2006:0110JUD004939199,13,2006-01-10
ECLI:CE:ECHR:2006:0110JUD004939199,41,2006-01-10
ECLI:CE:ECHR:2016:0126JUD002264307,3,2016-01-26
ECLI:CE:ECHR:2001:1025JUD004438398,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004438398,41,2001-10-25
ECLI:CE:ECHR:2007:1011JUD003020003,6,2007-10-11
ECLI:CE:ECHR:2010:0112JUD001431005,6,2010-01-12
ECLI:CE:ECHR:2010:0126JUD004290004,6,2010-01-26
ECLI:CE:ECHR:2001:0731JUD004219598,6,2001-07-31
ECLI:CE:ECHR:2001:0731JUD004219598,41,2001-07-31
ECLI:CE:ECHR:2010:0318JUD000984208,6,2010-03-18
ECLI:CE:ECHR:2003:1112JUD007075301,6,2003-11-12
ECLI:CE:ECHR:2003:1112JUD007075301,29,2003-11-12
ECLI:CE:ECHR:2003:1112JUD007075301,35,2003-11-12
ECLI:CE:ECHR:2003:1112JUD007075301,41,2003-11-12
ECLI:CE:ECHR:2011:0201JUD000705005,5,2011-02-01
ECLI:CE:ECHR:2011:0201JUD000705005,6,2011-02-01
ECLI:CE:ECHR:2009:1103JUD002040605,6,2009-11-03
ECLI:CE:ECHR:2006:1221JUD000723403,35,2006-12-21
ECLI:CE:ECHR:2006:1221JUD000723403,41,2006-12-21
ECLI:CE:ECHR:2006:1221JUD000723403,P1,2006-12-21
ECLI:CE:ECHR:2018:1204JUD001021112,5,2018-12-04
ECLI:CE:ECHR:2018:1204JUD001021112,6,2018-12-04
ECLI:CE:ECHR:2018:1204JUD001021112,7,2018-12-04
ECLI:CE:ECHR:2018:1204JUD001021112,41,2018-12-04
ECLI:CE:ECHR:2002:0212JUD005296999,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005296999,41,2002-02-12
ECLI:CE:ECHR:2022:0609JUD005183213,6,2022-06-09
ECLI:CE:ECHR:2010:1207JUD003040303,6,2010-12-07
ECLI:CE:ECHR:2005:0519JUD000973303,6,2005-05-19
ECLI:CE:ECHR:2005:0519JUD000973303,29,2005-05-19
ECLI:CE:ECHR:2005:0519JUD000973303,P1,2005-05-19
ECLI:CE:ECHR:2005:0519JUD000973303,41,2005-05-19
ECLI:CE:ECHR:2010:0615JUD003555503,3,2010-06-15
ECLI:CE:ECHR:2010:0615JUD003555503,35,2010-06-15
ECLI:CE:ECHR:2010:0615JUD003555503,41,2010-06-15
ECLI:CE:ECHR:2006:0425JUD006969801,10,2006-04-25
ECLI:CE:ECHR:2006:0425JUD006969801,41,2006-04-25
ECLI:CE:ECHR:2004:1118JUD006813801,6,2004-11-18
ECLI:CE:ECHR:2004:1118JUD006813801,13,2004-11-18
ECLI:CE:ECHR:2004:1118JUD006813801,41,2004-11-18
ECLI:CE:ECHR:2021:1012JUD003524518,6,2021-10-12
ECLI:CE:ECHR:1998:0923JUD002852395,6,1998-09-23
ECLI:CE:ECHR:1998:0923JUD002852395,41,1998-09-23
ECLI:CE:ECHR:2005:0609JUD005572300,8,2005-06-09
ECLI:CE:ECHR:2005:0609JUD005572300,41,2005-06-09
ECLI:CE:ECHR:2009:1020JUD000319705,P1,2009-10-20
ECLI:CE:ECHR:2000:0321JUD003455397,6,2000-03-21
ECLI:CE:ECHR:2000:0321JUD003455397,41,2000-03-21
ECLI:CE:ECHR:2006:1116JUD001904104,6,2006-11-16
ECLI:CE:ECHR:2006:1116JUD001904104,29,2006-11-16
ECLI:CE:ECHR:2006:1116JUD001904104,35,2006-11-16
ECLI:CE:ECHR:2006:1116JUD001904104,41,2006-11-16
ECLI:CE:ECHR:2006:1116JUD001904104,P1,2006-11-16
ECLI:CE:ECHR:2009:0929JUD003780505,6,2009-09-29
ECLI:CE:ECHR:2009:0929JUD003780505,P1,2009-09-29
ECLI:CE:ECHR:2006:0309JUD004901699,6,2006-03-09
ECLI:CE:ECHR:2006:0309JUD004901699,29,2006-03-09
ECLI:CE:ECHR:2006:0309JUD004901699,41,2006-03-09
ECLI:CE:ECHR:2006:0425JUD007755101,10,2006-04-25
ECLI:CE:ECHR:2006:0425JUD007755101,41,2006-04-25
ECLI:CE:ECHR:2001:0301JUD004697199,6,2001-03-01
ECLI:CE:ECHR:2001:0301JUD004697199,41,2001-03-01
ECLI:CE:ECHR:2001:0301JUD004697199,P1,2001-03-01
ECLI:CE:ECHR:2011:0426JUD003866507,5,2011-04-26
ECLI:CE:ECHR:2011:0426JUD003866507,35,2011-04-26
ECLI:CE:ECHR:2011:0426JUD003866507,41,2011-04-26
ECLI:CE:ECHR:2011:0426JUD003866507,46,2011-04-26
ECLI:CE:ECHR:2015:0623JUD003482305,10,2015-06-23
ECLI:CE:ECHR:2015:0623JUD003482305,35,2015-06-23
ECLI:CE:ECHR:2015:0623JUD003482305,41,2015-06-23
ECLI:CE:ECHR:2001:1211JUD005164899,6,2001-12-11
ECLI:CE:ECHR:2001:1211JUD005164899,41,2001-12-11
ECLI:CE:ECHR:2012:0124JUD003780505,41,2012-01-24
ECLI:CE:ECHR:2001:0227JUD004443198,6,2001-02-27
ECLI:CE:ECHR:2001:0227JUD004443198,41,2001-02-27
ECLI:CE:ECHR:2004:1019JUD006644801,6,2004-10-19
ECLI:CE:ECHR:2004:1019JUD006644801,29,2004-10-19
ECLI:CE:ECHR:2004:1019JUD006644801,35,2004-10-19
ECLI:CE:ECHR:2004:1019JUD006644801,41,2004-10-19
ECLI:CE:ECHR:2002:0212JUD005610600,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005610600,41,2002-02-12
ECLI:CE:ECHR:2011:1206JUD001619206,8,2011-12-06
ECLI:CE:ECHR:2011:1206JUD001619206,6,2011-12-06
ECLI:CE:ECHR:2011:1206JUD001619206,13,2011-12-06
ECLI:CE:ECHR:2011:1206JUD001619206,41,2011-12-06
ECLI:CE:ECHR:2016:0707JUD007851414,3,2016-07-07
ECLI:CE:ECHR:2017:1026JUD000144214,3,2017-10-26
ECLI:CE:ECHR:2000:0622JUD003731197,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD003731197,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD003731197,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD003731197,39,2000-06-22
ECLI:CE:ECHR:1998:0327JUD002198193,6,1998-03-27
ECLI:CE:ECHR:1998:0327JUD002198193,41,1998-03-27
ECLI:CE:ECHR:1998:0923JUD002559994,3,1998-09-23
ECLI:CE:ECHR:1998:0923JUD002559994,8,1998-09-23
ECLI:CE:ECHR:1998:0923JUD002559994,13,1998-09-23
ECLI:CE:ECHR:1998:0923JUD002559994,14,1998-09-23
ECLI:CE:ECHR:1998:0923JUD002559994,41,1998-09-23
ECLI:CE:ECHR:2000:0125JUD003320796,6,2000-01-25
ECLI:CE:ECHR:2000:0125JUD003320796,41,2000-01-25
ECLI:CE:ECHR:2004:1012JUD005658800,6,2004-10-12
ECLI:CE:ECHR:2004:1012JUD005658800,29,2004-10-12
ECLI:CE:ECHR:2004:1012JUD005658800,41,2004-10-12
ECLI:CE:ECHR:2014:0403JUD005880909,8,2014-04-03
ECLI:CE:ECHR:2014:0403JUD005880909,14,2014-04-03
ECLI:CE:ECHR:2014:0403JUD005880909,35,2014-04-03
ECLI:CE:ECHR:2005:0715JUD000085303,29,2005-07-15
ECLI:CE:ECHR:2005:0715JUD000085303,41,2005-07-15
ECLI:CE:ECHR:2005:0715JUD000085303,P1,2005-07-15
ECLI:CE:ECHR:2004:0330JUD007402501,P1,2004-03-30
ECLI:CE:ECHR:2004:0330JUD007402501,14,2004-03-30
ECLI:CE:ECHR:2004:0330JUD007402501,10,2004-03-30
ECLI:CE:ECHR:2004:0330JUD007402501,34,2004-03-30
ECLI:CE:ECHR:1997:0320JUD002191593,5,1997-03-20
ECLI:CE:ECHR:1997:0320JUD002191593,18,1997-03-20
ECLI:CE:ECHR:1997:0320JUD002191593,41,1997-03-20
ECLI:CE:ECHR:2020:1217JUD006132210,8,2020-12-17
ECLI:CE:ECHR:2020:1217JUD006132210,13,2020-12-17
ECLI:CE:ECHR:2006:1102JUD006847901,35,2006-11-02
ECLI:CE:ECHR:2006:1102JUD006847901,41,2006-11-02
ECLI:CE:ECHR:2006:1102JUD006847901,P1,2006-11-02
ECLI:CE:ECHR:2007:0621JUD000762304,6,2007-06-21
ECLI:CE:ECHR:2020:1013JUD002814310,5,2020-10-13
ECLI:CE:ECHR:2020:1013JUD002814310,6,2020-10-13
ECLI:CE:ECHR:2020:1013JUD002814310,35,2020-10-13
ECLI:CE:ECHR:2020:1013JUD002814310,41,2020-10-13
ECLI:CE:ECHR:2012:1204JUD006841510,6,2012-12-04
ECLI:CE:ECHR:2012:1204JUD006841510,13,2012-12-04
ECLI:CE:ECHR:2007:1204JUD001390302,3,2007-12-04
ECLI:CE:ECHR:2014:0109JUD003616910,6,2014-01-09
ECLI:CE:ECHR:2014:0109JUD003616910,13,2014-01-09
ECLI:CE:ECHR:1997:1219JUD002673795,6,1997-12-19
ECLI:CE:ECHR:2013:0305JUD003660504,6,2013-03-05
ECLI:CE:ECHR:2005:0920JUD004367298,11,2005-09-20
ECLI:CE:ECHR:2005:0920JUD004367298,13,2005-09-20
ECLI:CE:ECHR:2005:0920JUD004367298,41,2005-09-20
ECLI:CE:ECHR:2005:0920JUD004367298,35,2005-09-20
ECLI:CE:ECHR:2007:0621JUD001484605,6,2007-06-21
ECLI:CE:ECHR:2018:0130JUD006931714,10,2018-01-30
ECLI:CE:ECHR:2018:0130JUD006931714,41,2018-01-30
ECLI:CE:ECHR:2000:0727JUD004506998,6,2000-07-27
ECLI:CE:ECHR:2000:0727JUD004506998,41,2000-07-27
ECLI:CE:ECHR:2005:1122JUD004956499,6,2005-11-22
ECLI:CE:ECHR:2005:1122JUD004956499,10,2005-11-22
ECLI:CE:ECHR:2005:1122JUD004956499,41,2005-11-22
ECLI:CE:ECHR:2001:1025JUD004434598,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004434598,41,2001-10-25
ECLI:CE:ECHR:2000:0425JUD003111596,5,2000-04-25
ECLI:CE:ECHR:2000:0425JUD003111596,6,2000-04-25
ECLI:CE:ECHR:2000:0425JUD003111596,37,2000-04-25
ECLI:CE:ECHR:2012:0424JUD003438302,6,2012-04-24
ECLI:CE:ECHR:2012:0424JUD003438302,35,2012-04-24
ECLI:CE:ECHR:2012:0424JUD003438302,41,2012-04-24
ECLI:CE:ECHR:2006:0117JUD000542403,6,2006-01-17
ECLI:CE:ECHR:2006:0117JUD000542403,41,2006-01-17
ECLI:CE:ECHR:2007:0327JUD000661503,11,2007-03-27
ECLI:CE:ECHR:2007:0327JUD000661503,13,2007-03-27
ECLI:CE:ECHR:2008:1021JUD001989503,6,2008-10-21
ECLI:CE:ECHR:2001:1011JUD005134299,3,2001-10-11
ECLI:CE:ECHR:2001:1011JUD005134299,37,2001-10-11
ECLI:CE:ECHR:2003:1016JUD003745297,6,2003-10-16
ECLI:CE:ECHR:2003:1016JUD003745297,41,2003-10-16
ECLI:CE:ECHR:2006:0330JUD003582802,6,2006-03-30
ECLI:CE:ECHR:2006:0330JUD003582802,41,2006-03-30
ECLI:CE:ECHR:2004:0722JUD003874697,41,2004-07-22
ECLI:CE:ECHR:2015:0324JUD003982407,5,2015-03-24
ECLI:CE:ECHR:1993:0922JUD001356788,6,1993-09-22
ECLI:CE:ECHR:2007:1004JUD000510704,6,2007-10-04
ECLI:CE:ECHR:2010:0112JUD003501803,6,2010-01-12
ECLI:CE:ECHR:2002:0212JUD005291999,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005291999,41,2002-02-12
ECLI:CE:ECHR:2006:0713JUD007780901,6,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007780901,13,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007780901,29,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007780901,41,2006-07-13
ECLI:CE:ECHR:2016:0628JUD003768510,P1,2016-06-28
ECLI:CE:ECHR:2006:1212JUD000688002,6,2006-12-12
ECLI:CE:ECHR:2006:1212JUD000688002,13,2006-12-12
ECLI:CE:ECHR:2006:1212JUD000688002,35,2006-12-12
ECLI:CE:ECHR:2006:1212JUD000688002,41,2006-12-12
ECLI:CE:ECHR:2007:1004JUD001629004,6,2007-10-04
ECLI:CE:ECHR:2007:1004JUD001629004,29,2007-10-04
ECLI:CE:ECHR:2007:1004JUD001629004,35,2007-10-04
ECLI:CE:ECHR:2008:0729JUD003201903,6,2008-07-29
ECLI:CE:ECHR:2008:0729JUD003201903,P1,2008-07-29
ECLI:CE:ECHR:2022:0628JUD002076219,3,2022-06-28
ECLI:CE:ECHR:2022:0628JUD002076219,6,2022-06-28
ECLI:CE:ECHR:2022:0628JUD002076219,35,2022-06-28
ECLI:CE:ECHR:2022:0628JUD002076219,39,2022-06-28
ECLI:CE:ECHR:2022:0628JUD002076219,41,2022-06-28
ECLI:CE:ECHR:2022:0628JUD002076219,46,2022-06-28
ECLI:CE:ECHR:2002:0328JUD002014492,6,2002-03-28
ECLI:CE:ECHR:2002:0328JUD002014492,29,2002-03-28
ECLI:CE:ECHR:2002:0328JUD002014492,35,2002-03-28
ECLI:CE:ECHR:2002:0328JUD002014492,41,2002-03-28
ECLI:CE:ECHR:2002:0328JUD002014492,P1,2002-03-28
ECLI:CE:ECHR:2007:0222JUD001803702,6,2007-02-22
ECLI:CE:ECHR:2007:0222JUD001803702,P1,2007-02-22
ECLI:CE:ECHR:1988:0627JUD000910680,41,1988-06-27
ECLI:CE:ECHR:2003:1007JUD005063899,6,2003-10-07
ECLI:CE:ECHR:2003:1007JUD005063899,41,2003-10-07
ECLI:CE:ECHR:2005:0621JUD006181100,6,2005-06-21
ECLI:CE:ECHR:2005:0621JUD006181100,41,2005-06-21
ECLI:CE:ECHR:2021:0112JUD000022404,P1,2021-01-12
ECLI:CE:ECHR:2002:0228JUD005283399,6,2002-02-28
ECLI:CE:ECHR:2002:0228JUD005283399,41,2002-02-28
ECLI:CE:ECHR:2005:1011JUD002791102,6,2005-10-11
ECLI:CE:ECHR:2005:1011JUD002791102,13,2005-10-11
ECLI:CE:ECHR:2005:1011JUD002791102,29,2005-10-11
ECLI:CE:ECHR:2005:1011JUD002791102,41,2005-10-11
ECLI:CE:ECHR:2008:1125JUD004075004,6,2008-11-25
ECLI:CE:ECHR:2008:1125JUD004075004,13,2008-11-25
ECLI:CE:ECHR:2006:0307JUD000333102,29,2006-03-07
ECLI:CE:ECHR:2006:0307JUD000333102,6,2006-03-07
ECLI:CE:ECHR:2006:0307JUD000333102,8,2006-03-07
ECLI:CE:ECHR:2006:0307JUD000333102,41,2006-03-07
ECLI:CE:ECHR:2012:0724JUD004152610,3,2012-07-24
ECLI:CE:ECHR:2012:0724JUD004152610,8,2012-07-24
ECLI:CE:ECHR:2012:0724JUD004152610,13,2012-07-24
ECLI:CE:ECHR:2012:0724JUD004152610,35,2012-07-24
ECLI:CE:ECHR:2012:0724JUD004152610,41,2012-07-24
ECLI:CE:ECHR:2007:1220JUD003085505,6,2007-12-20
ECLI:CE:ECHR:2000:0627JUD003284296,6,2000-06-27
ECLI:CE:ECHR:2000:0627JUD003284296,8,2000-06-27
ECLI:CE:ECHR:2000:0627JUD003284296,41,2000-06-27
ECLI:CE:ECHR:2019:1029JUD004817110,P1,2019-10-29
ECLI:CE:ECHR:2007:1122JUD002256703,10,2007-11-22
ECLI:CE:ECHR:2005:0324JUD006728901,6,2005-03-24
ECLI:CE:ECHR:2005:0324JUD006728901,29,2005-03-24
ECLI:CE:ECHR:2005:0324JUD006728901,41,2005-03-24
ECLI:CE:ECHR:2005:0324JUD006728901,P1,2005-03-24
ECLI:CE:ECHR:2018:0426JUD004266011,3,2018-04-26
ECLI:CE:ECHR:2011:0405JUD001018204,6,2011-04-05
ECLI:CE:ECHR:2012:0308JUD001416609,6,2012-03-08
ECLI:CE:ECHR:2012:0308JUD001416609,35,2012-03-08
ECLI:CE:ECHR:2012:0308JUD001416609,41,2012-03-08
ECLI:CE:ECHR:2001:0710JUD002801195,5,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002801195,37,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002801195,38,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002801195,39,2001-07-10
ECLI:CE:ECHR:2003:0603JUD003333496,6,2003-06-03
ECLI:CE:ECHR:2003:0603JUD003333496,41,2003-06-03
ECLI:CE:ECHR:1975:0221JUD000445170,6,1975-02-21
ECLI:CE:ECHR:1975:0221JUD000445170,8,1975-02-21
ECLI:CE:ECHR:1975:0221JUD000445170,41,1975-02-21
